Go.	Mene.
Rabbits love carrots.	Jänikset tykkäävät porkkanoista.
Remember these rules.	Muista nämä säännöt.
Say that you love me.	Sano, että rakastat minua.
School was fun today.	Koulussa oli kivaa tänään.
See you guys at 2:30.	Nähdään puoli kolmelta.
See you on the train.	Nähdään junassa.
See you soon, I hope.	Toivottavasti nähdään pian.
She bought a chicken.	Hän osti kanan.
She can speak French.	Hän osaa ranskaa.
She gets up at seven.	Hän nousee ylös seitsemältä.
She gives us clothes.	Hän antaa meille vaatteita.
She has a kind heart.	Hän on hyväsydäminen nainen.
She has ten children.	Hän on kymmenen lapsen äiti.
She is my dream girl.	Hän on unelmieni tyttö.
She is my girlfriend.	Hän on minun tyttöystäväni.
She isn't lonely now.	Hän ei ole nyt yksinäinen.
She licked the spoon.	Hän nuoli lusikkaa.
She looks very happy.	Hän näyttää erittäin onnelliselta.
She mended her socks.	Hän parsi sukkansa.
She reached her goal.	Hän saavutti tavoitteensa.
She tried not to cry.	Hän yritti olla itkemättä.
She went on speaking.	Hän jatkoi puhumista.
She's an honest girl.	Hän on rehellinen tyttö.
She's eating for two.	Hän syö kahden edestä.
She's going to Ooita.	Hän on menossa Ooitaan.
She's my best friend.	Hän on minun paras ystäväni.
She's older than him.	Hän on vanhempi kuin hän.
Should I ask him out?	Pitäisikö minun pyytää häntä ulos?
Sign above this line.	Allekirjoita tämän viivan yläpuolelle.
Sit down and shut up.	Istu alas ja ole hiljaa!
Sleep is a good idea.	Nukkuminen on hyvä idea.
Smog hung over Tokyo.	Savusumu leijui Tokion yllä.
So what do you think?	No mitäs tuumit?
So, what was it like?	No, millaista se oli?
Sorry for being late.	Anteeksi että olen myöhässä.
Stay a little longer.	Jää vähän pidemmäksi.
Stay away from there.	Pysy poissa sieltä.
Stay with us tonight.	Jää luoksemme täksi yöksi.
Sumatra is an island.	Sumatra on saari.
Take a look at these.	Katsopa näitä.
Take a look in there.	Katsopa sinne.
Take it away, please.	Ota se pois, ole hyvä.
Tell Mary I love her.	Kerro Marille, että rakastan häntä.
Tell her to help him.	Käske hänen auttaa häntä.
Tell me what you saw.	Kerro mitä näit.
Thank you, my friend.	Kiitos, ystäväni.
Thanks for the pizza.	Kiitoksia pizzasta.
Thanks for yesterday.	Kiitos eilisestä.
Thanks for your gift.	Kiitos lahjasta.
That belonged to Tom.	Se oli Tomin.
That could take days.	Se saattaa kestää päiviä.
That is just her way.	Se on aivan hänen tapaistaan.
That medicine worked.	Tuo lääke tehosi.
That one's all yours.	Se on sinun kokonaan.
That place is creepy.	Se paikka on karmiva.
That sounds exciting.	Tuo kuulostaa kiehtovalta.
That sounds familiar.	Se kuulostaa tutulta.
That sounds horrible.	Tuo kuulostaa kauhealta.
That sounds like fun.	Tuo kuulostaa hauskalta.
That tastes terrible.	Tuo maistuu kauhealta.
That wasn't my fault.	Se ei ollut minun vikani.
That would be absurd.	Se olisi absurdia.
That's Tom's brother.	Tuo on Tomin veli.
That's a good choice.	Se on hyvä valinta.
That's a great movie.	Se on hieno elokuva.
That's a nice brooch.	Tuopa on kiva rintakoru.
That's her boyfriend.	Tuo on hänen poikaystävänsä.
That's how it's done.	Ja niin se tehdään.
That's not a problem.	Se ei ole ongelma.
That's not an option.	Tuo ei ole vaihtoehto.
That's not very wise.	Tuo ei ole kovin viisasta.
That's pretty normal.	Se on melko tavallista.
That's probably true.	Se on varmaan totta.
That's quite a story.	Se on mieletön juttu.
That's really stupid.	Tuo on todella typerää.
That's the way it is.	Niin se on.
That's too expensive.	Se on liian kallista.
The artist is gifted.	Artisti on lahjakas.
The baby fell asleep.	Vauva nukahti.
The baby is crawling.	Vauva ryömii.
The beer's very cold.	Olut on todella kylmää.
The box wasn't empty.	Laatikko ei ollut tyhjä.
The boy stayed quiet.	Poika pysyi hiljaa.
The cats are purring.	Kissat kehräävät.
The clock is ticking.	Kello käy.
The coffin was empty.	Arkku oli tyhjä.
The dog looks hungry.	Se koira näyttää nälkäiseltä.
The door won't close.	Ovi ei mene kiinni.
The fish fought hard.	Kala tappeli kovasti vastaan.
The gate is open now.	Portti on nyt auki.
The horse is jumping.	Hevonen hyppää.
The horse is thirsty.	Hevonen on janoinen.
The house is haunted.	Talossa kummittelee.
The house is on fire!	Talo palaa!
The kitten wanted in.	Kissanpentu halusi sisään.
The light turned red.	Valo vaihtui punaiseksi.
The lobster was good.	Hummeri oli hyvää.
The men followed him.	Miehet seurasivat häntä.
The milk boiled over.	Maito kiehui yli.
The nuns are singing.	Nunnat laulavat.
The opposite is true.	Päinvastainen on totta.
The problem was time.	Ongelma oli aika.
The room smelled bad.	Huone haisi pahalle.
The sheets are clean.	Lakanat ovat puhtaat.
The ship ran aground.	Laiva ajoi rantaan.
The shops are closed.	Kaupat ovat kiinni.
The stars are bright.	Tähdet ovat kirkkaita.
The story seems true.	Tarina näyttää todelta.
The students laughed.	Opiskelijat nauroivat.
The temperature fell.	Lämpötila putosi.
The towels are dirty.	Pyyhkeet ovat likaisia.
The train was packed.	Juna oli tupaten täynnä.
The trip was amazing.	Matka oli mahtava.
The two cars crashed.	Kaksi autoa kolaroi.
The well has run dry.	Kaivo on kuivunut.
The wind calmed down.	Tuuli tyyntyi.
The windows are open.	Ikkunat ovat auki.
Then what did you do?	No mitä sinä sitten teit?
There are exceptions.	On poikkeuksia.
There's no beer here.	Täällä ei ole olutta.
These shoes are hers.	Nämä kengät ovat hänen.
They all have drinks.	Heillä kaikilla on drinkit.
They all went to bed.	He kaikki menivät nukkumaan.
They always complain.	He valittavat aina.
They are running now.	Ne toimivat nyt.
They are vegetarians.	He ovat vegataristeja.
They aren't my books.	Ne eivät ole minun kirjojani.
They cannot stop him.	He eivät voi pysäyttää häntä.
They handled it well.	He hoitivat sen hyvin.
They have explosives.	Heillä on räjähteitä.
They have lost a lot.	He ovat menettäneet paljon.
They live downstairs.	He asuvat alakerrassa.
They live in a house.	He asuvat talossa.
They love each other.	He rakastavat toisiansa.
They never showed up.	He eivät koskaan saapuneet paikalle.
They nodded silently.	He nyökkäsivät vaiti.
They paid separately.	He maksoivat erikseen.
They stepped outside.	He menivät ulos.
They stopped singing.	He lopettivat laulamisen.
They tried to escape.	He yrittivät paeta.
They walked upstairs.	He kävelivät portaat ylös.
They want to help us.	He haluavat auttaa meitä.
They want to kill me.	He haluavat tappaa minut.
They went to the zoo.	He menivät eläintarhaan.
They were interested.	He olivat kiinnostuneita.
They'll be well paid.	Heille maksetaan hyvin.
They're able to sing.	He osaavat laulaa.
They're afraid of us.	He pelkäävät meitä.
They're already dead.	He ovat kaikki kuolleita.
They're best friends.	He ovat parhaita kavereita.
They're both smiling.	He molemmat hymyilevät.
They're doing it now.	He tekevät sen nyt.
They're running late.	He ovat myöhässä.
They're slowing down.	He hidastavat.
They're still inside.	He ovat vielä sisällä.
They're very capable.	He ovat erittäin kyvykkäitä.
They're very strange.	He ovat hyvin outoja.
They're watching you.	He tarkkailevat sinua.
Think of your family.	Ajattele perhettäsi!
This beer is for you.	Tämä olut on sinulle.
This beer isn't cold.	Tämä olut ei ole kylmä.
This bird cannot fly.	Tämä lintu ei voi lentää.
This camera is Tom's.	Tämä kamera on Tomin.
This camera is cheap.	Tämä kamera on halpa.
This chair is broken.	Tämä tuoli on rikki.
This could be a trap.	Tämä saattaa olla ansa.
This feels like silk.	Tämä tuntuu silkiltä.
This has my approval.	Tällä on minun hyväksyntäni.
This is Tom's canary.	Tämä on Tomin kanarianlintu.
This is Tom's locker.	Tämä on Tomin säilytyslokero.
This is Tom's school.	Tämä on Tomin koulu.
This is a magic wand.	Tämä on taikasauva.
This is an adjective.	Tämä on adjektiivi.
This is really gross.	Tämä on todella ällöttävää.
This is so hilarious.	Tämä on ihan hulvatonta.
This is the best one.	Tämä on paras.
This is the free one.	Tämä on se ilmainen.
This is the last one.	Tämä on viimeinen.
This is unacceptable.	Tämä ei ole hyväksyttävää.
This is unbelievable.	Tämä on uskomatonta.
This knife cuts well.	Tämä veitsi leikkaa hyvin.
This laptop is light.	Tämä läppäri on kevyt.
This may soon change.	Tämä saattaa muuttua pian.
This movie is boring.	Tämä elokuva on tylsä.
This pen has run dry.	Tästä kynästä on loppunut muste.
This song sounds sad.	Tämä laulu kuulostaa surulliselta.
This sounds familiar.	Tämä kuulostaa tutulta.
This tastes like tea.	Tämä maistuu teeltä.
This tea is very hot.	Tämä tee on todella kuumaa.
This tea smells good.	Tämä tee tuoksuu hyvältä.
This video is boring.	Tämä video on tylsä.
This watch is broken.	Tämä kello on rikki.
This will cost €30.	Tämä maksaa kolmekymmentä euroa.
Three is all we need.	Kolme on kaikki mitä tarvitsemme.
Today is a sunny day.	Tänään on aurinkoinen päivä.
Today is my birthday.	Tänään on minun syntymäpäiväni.
Tom acted interested.	Tomi esitti kiinnostunutta.
Tom allowed me to go.	Tomi antoi minun mennä.
Tom already did that.	Tomi teki sen jo.
Tom ate three apples.	Tomi söi kaikki kolme omenaa.
Tom became a surgeon.	Tomista tuli kirurgi.
Tom became a teacher.	Tomista tuli opettaja.
Tom begged for mercy.	Tomi pyysi armoa.
Tom blushed a little.	Tom punastui vähän.
Tom borrowed my bike.	Tom lainasi pyörääni.
Tom bought a new car.	Tom osti uuden auton.
Tom breaks the rules.	Tomi ei noudata sääntöjä.
Tom broke the window.	Tom rikkoi ikkunan.
Tom burst into tears.	Tomi purskahti itkuun.
Tom called me a fool.	Tom sanoi minua typerykseksi.
Tom called me stupid.	Tom haukkui minua tyhmäksi.
Tom can fix anything.	Tomi osaa korjata mitä tahansa.
Tom can speak French.	Tom puhuu ranskaa.
Tom can't be stopped.	Tomia ei voi pysäyttää.
Tom can't play chess.	Tom ei osaa pelata šakkia.
Tom changed his mind.	Tom on muuttanut mieltään.
Tom checked the time.	Tom tarkisti kellonajan.
Tom cleaned his room.	Tomi siivosi huoneensa.
Tom closed the doors.	Tomi sulki ovet.
Tom could've drowned.	Tomi olisi voinut hukkua.
Tom covered his face.	Tom peitti kasvonsa.
Tom defended himself.	Tom puolusti itseään.
Tom did it for money.	Tomi teki sen rahan vuoksi.
Tom didn't die alone.	Tom ei kuollut yksin.
Tom didn't hurt Mary.	Tom ei satuttanut Maria.
Tom didn't slow down.	Tom ei hiljentänyt.
Tom doesn't blame us.	Tomi ei syytä meitä.
Tom doesn't do drugs.	Tom ei käytä huumeita.
Tom doesn't eat fish.	Tom ei syö kalaa.
Tom doesn't hate you.	Tom ei vihaa teitä.
Tom doesn't know why.	Tom ei tiedä miksi.
Tom doesn't know yet.	Tom ei tiedä vielä.
Tom doesn't say much.	Tom ei puhu paljon.
Tom doesn't think so.	Tomi ei ole sitä mieltä.
Tom drew a spaceship.	Tom piirsi avaruusaluksen.
Tom enjoyed his stay.	Tom nautti vierailustaan.
Tom failed to escape.	Tomin epäonnistui paeta.
Tom feared the worst.	Tomi pelkäsi pahinta.
Tom felt lightheaded.	Tomia hieman pyörrytti.
Tom felt very lonely.	Tom tunsi itsensä todella yksinäiseksi.
Tom felt very sleepy.	Tom tunsi itsensä hyvin uneliaaksi.
Tom finally stood up.	Tom näyttäytyi lopulta.
Tom folded the paper.	Tom taittoi paperin.
Tom followed Mary in.	Tom seurasi Marya sisään.
Tom followed me here.	Tom seurasi minua tänne.
Tom followed us here.	Tom seurasi meitä tänne.
Tom gave up all hope.	Tom luopui toivosta.
Tom got a little red.	Tom punastui hieman.
Tom got a transplant.	Tom sai transplantaatin.
Tom got his hair cut.	Tomi leikkautti tukkansa.
Tom got rich quickly.	Tomi rikastui nopeasti.
Tom had a tough week.	Tomilla oli kova viikko.
Tom had forgotten it.	Tomi oli unohtanut sen.
Tom has a beer belly.	Tomilla on kaljamaha.
Tom has a full beard.	Tomilla on kokoparta.
Tom has a good point.	Tomilla on hyvä näkökohta.
Tom has a good voice.	Tomilla on hyvä ääni.
Tom has a great idea.	Tomilla on mahtava idea.
Tom has a long beard.	Tomilla on pitkä parta.
Tom has a loud voice.	Tomilla on luja ääni.
Tom has a silk scarf.	Tomilla on silkkihuivi.
Tom has a weak heart.	Tomilla on heikko sydän.
Tom has bad eyesight.	Tomilla on huono näkö.
Tom has been helpful.	Tomi on ollut avulias.
Tom has changed jobs.	Tom on vaihtanut työpaikaa.
Tom has gone camping.	Tomi lähti telttailemaan.
Tom has lost control.	Tom on kadottanut kontrollin.
Tom has many enemies.	Tomilla on monia vihollisia.
Tom has no authority.	Tomilla ei ole auktoriteettia.
Tom has no free time.	Tomilla ei ole vapaa-aikaa.
Tom has one of those.	Tomilla on yksi niistä.
Tom hates foreigners.	Tomi vihaa ulkomaalaisia.
Tom interrupted Mary.	Tomi keskeytti Marin.
Tom ironed his pants.	Tom silitti housunsa.
Tom is Mary's cousin.	Tom on Maryn serkku.
Tom is Mary's father.	Tom on Marin isä.
Tom is Mary's nephew.	Tom on Marin veljenpoika.
Tom is a Red Sox fan.	Tom on Rex Sox -fani.
Tom is a billionaire.	Tom on miljardööri.
Tom is a bodybuilder.	Tomi on kehonrakentaja.
Tom is a dog trainer.	Tom on koirankouluttaja.
Tom is a famous chef.	Tom on kuuluisa kokki.
Tom is a good driver.	Tom on hyvä kuski.
Tom is a good friend.	Tom on hyvä ystävä.
Tom is a good person.	Tom on hyvä ihminen.
Tom is a good worker.	Tom on hyvä työntekijä.
Tom is a good writer.	Tomi on hyvä kirjoittaja.
Tom is a hard worker.	Tom on kova tekemään töitä.
Tom is a ladies' man.	Tom on naistenmies.
Tom is a lazy person.	Tom on laiskuri.
Tom is a married man.	Tomi on naimisissa oleva mies.
Tom is a mean person.	Tomi on ilkeä ihminen.
Tom is a millionaire.	Tom on miljonääri.
Tom is a neurologist.	Tom on neurologi.
Tom is a picky eater.	Tom on nirso syömisistään.
Tom is a real cowboy.	Tom on oikea lehmipoika.
Tom is a slow walker.	Tom on hidas kävelijä.
Tom is always polite.	Tomi on aina kohtelias.
Tom is an honest man.	Tomi on rehellinen mies.
Tom is an only child.	Tomi on ainoa lapsi.
Tom is bad at sports.	Tom on epäurheilullinen.
Tom is badly wounded.	Tom on pahoin haavoittunut.
Tom is brain damaged.	Tomilla on aivovaurio.
Tom is eating snacks.	Tom syö parhaillaan pientä naposteltavaa.
Tom is expecting you.	Tom odottaa sinua.
Tom is extra careful.	Tomi on erittäin varovainen.
Tom is getting bored.	Tomia alkaa kyllästyttää.
Tom is getting ready.	Tomi on valmistautumassa.
Tom is going to jump.	Tom aikoo hypätä.
Tom is himself again.	Tomi on oma itsensä taas.
Tom is in a bad mood.	Tom on huonolla tuulella.
Tom is in charge now.	Tom on nyt johdossa.
Tom is in his office.	Tom on toimistossaan.
Tom is in the forest.	Tomi on metsässä.
Tom is in the shower.	Tomi on suihkussa.
Tom is looking at me.	Tom katsoo minua.
Tom is looking at us.	Tom katsoo meitä.
Tom is my stepfather.	Tomi on isäpuoleni.
Tom is narrow-minded.	Tomi on kapeakatseinen.
Tom is on sick leave.	Tom on sairauslomalla.
Tom is overconfident.	Tom on liian itsevarma.
Tom is quite popular.	Tomi on melko suosittu.
Tom is staring at me.	Tomi tuijottaa minua.
Tom is staying there.	Tom jää tänne.
Tom is still outside.	Tomi on yhä ulkona.
Tom is still worried.	Tom on edelleen huolissaan.
Tom is the strongest.	Tom on vahvin.
Tom is untrustworthy.	Tom on epäluotettava.
Tom is up to no good.	Tom on pahoissa aikeissa.
Tom is very cautious.	Tomi on erittäin varovainen.
Tom is very sociable.	Tom on sosiaalinen.
Tom isn't delusional.	Tom ei ole harhainen.
Tom isn't in trouble.	Tom ei ole vaikeuksissa.
Tom isn't lying down.	Tom ei ole makuulla.
Tom isn't optimistic.	Tom ei ole toiveikas.
Tom kept his promise.	Tom piti lupauksensa.
Tom kissed my cousin.	Tomi suuteli serkkuani.
Tom knows a shortcut.	Tomi tietää oikoreitin.
Tom knows his rights.	Tom tietää oikeutensa.
Tom knows what to do.	Tom tietää mitä tehdä.
Tom laughed politely.	Tom nauroi kohteliaasti.
Tom lied to his wife.	Tomi valehteli vaimolleen.
Tom lied to the cops.	Tomi valehteli kytille.
Tom looked impatient.	Tomi näytti kärsimättömältä.
Tom looked miserable.	Tomi näytti surkealta.
Tom looked very sick.	Tomi näytti todella sairaalta.
Tom looks interested.	Tomi vaikuttaa kiinnostuneelta.
Tom looks really sad.	Tomi näyttää todella surulliselta.
Tom looks very happy.	Tom näyttää hyvin onnelliselta.
Tom loosened his tie.	Tom löysäsi solmiotaan.
Tom may be dangerous.	Tomi saattaa olla vaarallinen.
Tom met Mary outside.	Tom tapasi Marin ulkona.
Tom missed the party.	Tomi ei päässyt juhliin.
Tom never apologized.	Tom ei pyytänyt ikinä anteeksi.
Tom never comes here.	Tom ei käy täällä koskaan.
Tom never complained.	Tom ei koskaan valittanut.
